PUB_ID_C,SKU,ISBN,TITLE,CUSTOMER_NAME,A_STATUS,BOOKTYPEID,CARTON_QTY,WEIGHT,BOOKGROUP,BOOKTYPEDESC,US_INGRAM_GAP_LIST_PRICE
6010036,671529366,9.78067E+12,Star Trek: Deep Space Nine: The Ferengi Rules of Acquisition (Original),Simon & Schuster,production,301,66,0.129,R,B&W 4 x 6 in or 152 x 102 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416569561,9.78142E+12,Soul to Soul Meditations: Daily Reflections for Spiritual Growth,Simon & Schuster,production,301,16,0.458,R,B&W 4 x 6 in or 152 x 102 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416950907,9.78142E+12,POCKET KARAOKE,Simon & Schuster,production,301,20,0.383,R,B&W 4 x 6 in or 152 x 102 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,684838265,9.78068E+12,Goof Proofer,Simon & Schuster,production,163,72,0.191,A,B&W 4.25 x 7 in or 178 x 108 mm Perfect Bound on Creme w/Gloss Lam,
6010036,689835337,9.78069E+12,Watcher (Reprint),Simon & Schuster,production,139,40,0.323,P,B&W 4.25 x 7 in or 178 x 108 mm Perfect Bound on White w/Gloss Lam,
6010036,743482670,9.78074E+12,Stone Cold Truth,Simon & Schuster,production,158,20,0.747,A,B&W 4.72 x 7.48 in or 190 x 120 mm Perfect Bound on Creme w/Gloss Lam,
6010036,1439125651,9.78144E+12,"Sexually, I'm More of a Switzerland: More Personal Ads from the London Review of Books",Simon & Schuster,production,158,38,0.419,A,B&W 4.72 x 7.48 in or 190 x 120 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1627780300,9.78163E+12,50 Shades of Kink: An Introduction to BDSM,S&S Inc.,production,26,42,0.37,A,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1627780378,9.78163E+12,Big Book of Submission: 69 Kinky Tales,S&S Inc.,production,26,18,0.809,A,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1627781188,9.78163E+12,"Bondage Bites: 69 Super-Short Stories of Love, Lust and Bdsm",S&S Inc.,production,26,26,0.61,A,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6010036,671023705,9.78067E+12,Elements of Effort: Reflections on the Art and Science of Running,Simon & Schuster,production,319,32,0.371,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,671024493,9.78067E+12,Floating (Original),Simon & Schuster,production,319,24,0.481,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,684849933,9.78068E+12,Daddies and Daughters,Simon & Schuster,production,319,22,0.504,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,689852703,9.78069E+12,LIFE HISTORY OF A STAR,Simon & Schuster,production,319,32,0.371,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,689853858,9.78069E+12,Friction,Simon & Schuster,production,319,32,0.371,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,689854021,9.78069E+12,SEEK,Simon & Schuster,production,319,38,0.318,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,689859481,9.78069E+12,Book of the Sword,Simon & Schuster,production,319,30,0.398,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,689864426,9.78069E+12,Seven Tears Into the Sea,Simon & Schuster,production,319,22,0.507,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,689870388,9.78069E+12,"Freaks: Alive, on the Inside! (Reprint)",Simon & Schuster,production,319,20,0.587,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,743238451,9.78074E+12,TANGLE IN TIJUANA,Simon & Schuster,production,319,30,0.398,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,074323846X,9.78074E+12,BEAUTY QUEEN BLOWOUT,Simon & Schuster,production,319,28,0.424,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267788,9.78074E+12,Boys Will Put You on a Pedestal (So They Can Look Up Your Skirt): A Dad's Advice for Daughters,Simon & Schuster,production,319,34,0.344,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,743407865,9.78074E+12,BRAVE NEW GIRL,Simon & Schuster,production,319,32,0.371,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,743453913,9.78074E+12,Don't Sleep with Your Drummer,Simon & Schuster,production,319,16,0.667,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,743497333,9.78074E+12,Bad Girls (Original),Simon & Schuster,production,319,20,0.557,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416503420,9.78142E+12,Dance Recover Repeat,Simon & Schuster,production,319,16,0.667,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416503870,9.78142E+12,LOW-CARB COCKTAILS,Simon & Schuster,production,319,30,0.398,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416516328,9.78142E+12,DEAD EMCEE SCROLLS,Simon & Schuster,production,319,32,0.374,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416520333,9.78142E+12,Plan B,Simon & Schuster,production,319,22,0.504,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416520414,9.78142E+12,"Bling Addiction: Fast Girls, Hot Boys Series",Simon & Schuster,production,319,28,0.428,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416521682,9.78142E+12,EVERYTHING SHE WANTS,Simon & Schuster,production,319,28,0.424,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,141653461X,9.78142E+12,Graffiti Girl,Simon & Schuster,production,319,26,0.454,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,141653704X,9.78142E+12,Start Something: You Can Make a Difference,Simon & Schuster,production,319,46,0.265,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416538275,9.78142E+12,Uninvited,Simon & Schuster,production,319,24,0.477,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416546634,9.78142E+12,HOW IT ENDS,Simon & Schuster,production,319,18,0.64,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416548068,9.78142E+12,OBLIVION ROAD,Simon & Schuster,production,319,22,0.531,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416549463,9.78142E+12,Little Things: A Memoir in Slices,Simon & Schuster,production,319,18,0.614,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416549471,9.78142E+12,FUNNY MISSHAPEN BODY,Simon & Schuster,production,319,20,0.561,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416550127,9.78142E+12,101 Most Important Things You Need to Know Before You Have a Baby: Life Lessons You're Going to Learn Sooner or Later...,Simon & Schuster,waitspecs,319,58,0.211,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,141655050X,9.78142E+12,Moby Clique,Simon & Schuster,production,319,22,0.531,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416551220,9.78142E+12,"Diet Detective's Calorie Bargain Bible: More Than 1,000 Calorie Bargains in Supermarkets, Kitchens, Offices, Restaurants, the Movies, for Special Occa",Simon & Schuster,production,319,14,0.744,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416562699,9.78142E+12,I Wanna Be Your Joey Ramone,Simon & Schuster,production,319,18,0.614,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416563369,9.78142E+12,Rich Boys,Simon & Schuster,production,319,22,0.504,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416570780,9.78142E+12,When Atheism Becomes Religion: America's New Fundamentalists,Simon & Schuster,production,319,30,0.398,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416571736,9.78142E+12,Going Too Far,Simon & Schuster,production,319,26,0.451,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416579931,9.78142E+12,FAIREST OF THEM ALL,Simon & Schuster,production,319,24,0.477,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416596968,9.78142E+12,Shrinking Violet,Simon & Schuster,production,319,20,0.557,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416905812,1416905812,Driftx Book 1 Slide or Die,Simon & Schuster,production,319,30,0.398,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416939733,9.78142E+12,CRUNCH TIME,Simon & Schuster,production,319,20,0.587,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416947493,9.78142E+12,President's Secret IMS,Simon & Schuster,production,319,22,0.507,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416975055,9.78142E+12,Uncle Pirate to the Rescue (Original),Simon & Schuster,production,319,58,0.215,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1439102821,9.78144E+12,Ballads of Suburbia,Simon & Schuster,production,319,18,0.637,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1439123918,9.78144E+12,FULL OF LIFE,Simon & Schuster,production,319,38,0.321,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1439154031,9.78144E+12,Walking with Friends: An Inspirational Year on the PGA Tour,Simon & Schuster,production,319,30,0.401,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1439167354,9.78144E+12,NEVER PAY RETAIL AGAIN,Simon & Schuster,production,319,26,0.454,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1439178232,9.78144E+12,Forget You,Simon & Schuster,production,319,20,0.557,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1439187592,9.78144E+12,JOHN BELUSHI IS DEAD,Simon & Schuster,production,319,20,0.561,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,143919114X,9.78144E+12,"Note to Self: 30 Women on Hardship, Humiliation, Heartbreak, and",Simon & Schuster,production,319,20,0.587,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1439191689,9.78144E+12,Wealth Watchers: A Simple Program to Help You Spend Less and Save More,Simon & Schuster,production,319,22,0.531,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1439195080,9.78144E+12,LIVE AND LET LOVE,Simon & Schuster,production,319,22,0.504,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1442481099,9.78144E+12,"Don't Cramp My Style: Stories about ""That"" Time of the Month",Simon & Schuster,production,319,22,0.531,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1442488808,9.78144E+12,Voices of the Trojan War,Simon & Schuster,production,319,52,0.238,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451627637,9.78145E+12,SH*T MY VICE-PRESIDENT SAYS,Simon & Schuster,production,319,52,0.238,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451656173,9.78145E+12,Girl Giant,Simon & Schuster,production,319,28,0.424,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451660693,9.78145E+12,Little Book of Diet Help: Expert Tips and Tapping Techniques to Stay Slim--For Life,Simon & Schuster,production,319,34,0.344,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451668163,9.78145E+12,Sisterhood of Faith: 365 Life-Changing Stories about Women Who Made A D,Simon & Schuster,production,319,16,0.71,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451669089,9.78145E+12,Prayer of Love,Simon & Schuster,production,319,30,0.398,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451669143,9.78145E+12,"Amaze Us, O God!: Experiencing the Miraculous",Simon & Schuster,production,319,32,0.371,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451674392,9.78145E+12,Ghost of Christmas Present,Simon & Schuster,production,319,28,0.424,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451678630,9.78145E+12,Godwink Stories: A Devotional,Simon & Schuster,production,319,26,0.454,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,16
6010036,1451682808,9.78145E+12,End of Worry: Why We Worry and How to Stop,Simon & Schuster,production,319,28,0.428,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451688210,9.78145E+12,"Scarred Faith: This Is a Story about How Honesty, Grief, a Cursing Toddler, Risk-Taking, AIDS, Hope, Brokenness, Doubts, and Memphis",Simon & Schuster,production,319,34,0.344,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1451696191,9.78145E+12,Perks of Being a Wallflower (Media Tie-In),Simon & Schuster,production,319,30,0.401,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476715297,9.78148E+12,Letters from the Closet: Ten Years of Correspondence That Changed My Life,Simon & Schuster,production,319,26,0.454,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476738475,9.78148E+12,RESTRAINT,Simon & Schuster,production,319,20,0.557,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476745625,9.78148E+12,SOMETHING SPICY,Simon & Schuster,production,319,66,0.188,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476745633,9.78148E+12,SOMETHING SWEET,Simon & Schuster,production,319,66,0.188,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476747830,9.78148E+12,Tween Hobo: Off the Rails,Simon & Schuster,production,319,28,0.424,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476751420,9.78148E+12,"Hugs for Grads: Stories, Sayings, and Scriptures to Encourage and Inspire",Simon & Schuster,production,319,50,0.241,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476754780,9.78148E+12,CHRISTMAS BOX MIRACLE,Simon & Schuster,production,319,24,0.477,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476786372,9.78148E+12,"Jesus, Career Counselor: How to Find (and Keep) Your Perfect Work",Simon & Schuster,production,319,24,0.477,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476786445,9.78148E+12,One Small Barking Dog: How to Live a Life That's Hard to Ignore,Simon & Schuster,production,319,28,0.424,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476787298,9.78148E+12,New Year's Quilt: An ELM Creek Quilts Novel,Simon & Schuster,production,319,28,0.424,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476787980,9.78148E+12,Crash Course in Love,Simon & Schuster,production,319,42,0.291,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476791414,9.78148E+12,Stop Being Niggardly: And Nine Other Things Black People Need to Stop Doing,Simon & Schuster,production,319,30,0.401,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1476792852,9.78148E+12,Christmas Quilt: An ELM Creek Quilts Novel,Simon & Schuster,production,319,28,0.428,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481415409,9.78148E+12,Book of the Shadow,Simon & Schuster,production,319,30,0.398,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481425307,9.78148E+12,Leprechaun Luck: A Wee Book of Irish Wisdom,Simon & Schuster,waitspecs,319,150,0.095,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481425420,9.78148E+12,Oinkers Away,Simon & Schuster,production,319,66,0.188,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481425439,9.78148E+12,CATZILLA: CAT RIDDLES_ CAT JOKES,Simon & Schuster,production,319,50,0.241,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481428756,9.78148E+12,MOST LIKELY TO DECEIVE,Simon & Schuster,production,319,34,0.348,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481428764,9.78148E+12,JUST LIKE SISTERS,Simon & Schuster,production,319,34,0.344,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481428772,9.78148E+12,SWORN TO SILENCE,Simon & Schuster,production,319,34,0.344,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481428780,9.78148E+12,LYING GAME,Simon & Schuster,production,319,34,0.344,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481428888,9.78148E+12,LAKE OF SKULLS,Simon & Schuster,production,319,46,0.265,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1481428896,9.78148E+12,JOUST OF HONOR,Simon & Schuster,production,319,46,0.265,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,148142890X,9.78148E+12,DRAGONS HOARD,Simon & Schuster,production,319,46,0.265,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501109162,9.7815E+12,Dear Daughter: The Best of the Dear Leta Letters,Simon & Schuster,production,319,34,0.344,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501109626,9.7815E+12,DAILY CARROT PRINCIPLE,Simon & Schuster,production,319,16,0.667,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,150114345X,9.7815E+12,Are You Gonna Kiss Me or Not?,Simon & Schuster,production,319,16,0.664,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501162047,9.7815E+12,Motherhood Comes Naturally (and Other Vicious Lies),Simon & Schuster,production,319,38,0.321,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501169726,9.7815E+12,Chosen One: Tiger Woods and the Dilemma of Greatness,Simon & Schuster,production,319,32,0.371,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1501187031,9.7815E+12,It's Probably Nothing...*: *or How I Learned to Stop Worrying and Love My Implants,Simon & Schuster,production,319,42,0.291,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,153443593X,9.78153E+12,Bunnicula (Anniversary),Simon & Schuster,production,319,46,0.265,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,10.99
6010036,1582701245,9.78158E+12,The Healing Power of Hado,Simon & Schuster,production,319,40,0.295,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1582702772,9.78158E+12,Next Ten Minutes: 51 Absurdly Simple Ways to Seize the Moment,Simon & Schuster,production,319,20,0.557,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1593370490,9.78159E+12,The Everything Spanish Phrase Book: A Quick Reference for Any Situation,Simon & Schuster,production,319,22,0.507,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1593377223,9.78159E+12,The Everything Sex Signs Book: Astrology Between the Sheets,Simon & Schuster,production,319,22,0.507,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1598690914,9.7816E+12,Motivation: Spark Initiative. Inspire Action. Achieve Your Goal,Simon & Schuster,production,319,34,0.344,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1598691457,9.7816E+12,Fails to Meet Expectations: Successful Strategies for Underperforming Employees,Simon & Schuster,production,319,22,0.507,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1605500941,9.78161E+12,The Everything Wedding Etiquette Book: From Invites to Thank You Notes - All You Need to Handle Even the Stickiest Situations with Ease,Simon & Schuster,production,319,32,0.371,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,160550131X,9.78161E+12,"Good Spells for Bad Days: Broken Hearts, Bounced Checks, and Bitchy Co-Workers: Simple Magick to Fix Any Misfortune",Simon & Schuster,production,319,28,0.428,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1605501522,9.78161E+12,An Indulgence a Day: 365 Simple Ways to Spoil Yourself,Simon & Schuster,production,319,30,0.401,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982102268,9.78198E+12,Hired Mans Christmas,Simon & Schuster,production,319,58,0.211,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982102322,9.78198E+12,Elevation,Simon & Schuster,production,319,42,0.291,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1982106840,9.78198E+12,Acts of Faith: 25th Anniversary Edition,Simon & Schuster,production,319,14,0.744,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,16.99
6010036,1982158131,9.78198E+12,64 Lessons for a Life Without Limits,Simon & Schuster,production,319,26,0.454,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6116703,1573446475,9.78157E+12,Gotta Have It: 69 Stories of Sudden Sex,S&S Inc.,production,319,18,0.614,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6116703,1573449636,9.78157E+12,Big Book of Orgasms,S&S Inc.,production,319,16,0.657,R,B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam,
6010036,1416954643,9.78142E+12,Frost Bites,Simon & Schuster,production,303,26,0.666,R4,B&W 5 x 8 in or 203 x 127 mm Case Laminate on Groundwood w/Gloss Lam,
6010036,689846738,9.78069E+12,Lotta on Troublemaker Street,Simon & Schuster,production,4,106,0.182,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6010036,074340601X,9.78074E+12,Seven Attitude Adjustments for Finding a Loving Man,Simon & Schuster,cshold,4,26,0.697,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6010036,150115270X,9.7815E+12,But Enough about You,Simon & Schuster,waitspecs,4,38,0.475,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6010036,1501182285,9.7815E+12,Terok Nor: Night of the Wolves,Simon & Schuster,waitspecs,4,16,1.106,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6010036,1593372140,9.78159E+12,Extreme Lo-Carb Meals to Go: Fast and Fabulous Solutions to Get You Through the Day,Simon & Schuster,onhold,4,30,0.702,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6010036,1598695703,9.7816E+12,World's Stupidest Blondes,Simon & Schuster,onhold,4,38,0.553,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6010036,1598697684,9.7816E+12,"Talk Dirty Spanish: Beyond Mierda: The Curses, Slang, and Street Lingo You Need to Know When You Speak Espanol",Simon & Schuster,onhold,4,44,0.479,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1573443646,9.78157E+12,Low Road,S&S Inc.,production,4,26,0.66,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1573447889,9.78157E+12,"Transitions of the Heart: Stories of Love, Struggle and Acceptance by Mothers of Transgender and Gender Variant Children",S&S Inc.,production,4,32,0.553,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1627781471,9.78163E+12,"Designer Relationships: A Guide to Happy Monogamy, Positive Polyamory, and Optimistic Open Relationships",S&S Inc.,production,4,42,0.423,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1627782249,9.78163E+12,"Best Women's Erotica of the Year, Volume 3",S&S Inc.,production,4,28,0.646,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,162778232X,9.78163E+12,Furry Nation: The True Story of America's Most Misunderstood Subculture,S&S Inc.,production,4,20,0.851,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1627782486,9.78163E+12,"Best Women's Erotica of the Year, Volume 4",S&S Inc.,production,4,28,0.651,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1627782664,9.78163E+12,"Tongue Tied: Untangling Communication in Sex, Kink, and Relationships",S&S Inc.,production,4,24,0.739,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
6116703,1627782745,9.78163E+12,Ultimate Guide to Bondage: Creating Intimacy Through the Art of Restraint,S&S Inc.,production,4,24,0.753,A,B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam,
