PUB_ID_C,SKU,ISBN,TITLE,CUSTOMER_NAME,A_STATUS,BOOKTYPEID,CARTON_QTY,WEIGHT,BOOKGROUP,BOOKTYPEDESC,US_INGRAM_GAP_LIST_PRICE
6010036,743265734,9.78074E+12,Why Americans Hate Politics,Simon & Schuster,production,322,14,0.993,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743266455,9.78074E+12,How to Tell a Naked Man What to Do: Sex Advice from a Woman Who Knows,Simon & Schuster,production,322,28,0.571,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743266498,9.78074E+12,Lead or Get Off the Pot!: The Seven Secrets of a Self-Made Leader,Simon & Schuster,production,322,30,0.531,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267109,9.78074E+12,Rockville Pike: A Suburban Comedy of Manners,Simon & Schuster,production,322,20,0.78,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267192,9.78074E+12,The Loss of Leon Meed,Simon & Schuster,production,322,18,0.815,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267249,9.78074E+12,Das Kapital: A Novel of Love and Money Markets,Simon & Schuster,production,322,34,0.46,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267281,9.78074E+12,Hanging Captain Gordon: The Life and Trial of an American Slave Trader,Simon & Schuster,production,322,20,0.784,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074326732X,9.78074E+12,Our American King,Simon & Schuster,production,322,20,0.744,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267427,9.78074E+12,A Letter in the Scroll: Understanding Our Jewish Identity and Exploring the Legacy of the World's Oldest Religion,Simon & Schuster,production,322,24,0.638,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267559,9.78074E+12,Coronary: A True Story of Medicine Gone Awry,Simon & Schuster,production,322,20,0.744,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267575,9.78074E+12,Committed: Confessions of a Fantasy Football Junkie,Simon & Schuster,production,322,22,0.713,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743267591,743267591,No Ordinary Matter,Simon & Schuster,production,322,24,0.642,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074326763X,9.78074E+12,"Food, Inc.: Mendel to Monsanto--The Promises and Perils of the Biotech Harvest (Revised)",Simon & Schuster,production,322,26,0.606,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743268873,9.78074E+12,Damaged Goods,Simon & Schuster,production,322,30,0.531,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074326889X,9.78074E+12,One Night Stand,Simon & Schuster,production,322,20,0.78,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743268970,9.78074E+12,Flirting in Cars,Simon & Schuster,production,322,20,0.78,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743269039,9.78074E+12,Hungry Heart: A Memoir,Simon & Schuster,production,322,18,0.82,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743269225,9.78074E+12,Under My Skin,Simon & Schuster,production,322,24,0.638,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074326925X,9.78074E+12,"Life Is a Series of Presentations: Eight Ways to Inspire, Inform, and Influence Anyone, Anywhere, Anytime",Simon & Schuster,production,322,22,0.713,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743269365,9.78074E+12,Not Buying It: My Year Without Shopping,Simon & Schuster,production,322,22,0.678,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743269500,9.78074E+12,A Wild Ride Up the Cupboards,Simon & Schuster,production,322,22,0.678,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743269527,9.78074E+12,Essential America: Our Founders and the Liberal Tradition,Simon & Schuster,production,322,34,0.46,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074326973X,9.78074E+12,"Antidepressant Solution: A Step-By-Step Guide to Safely Overcoming Antidepressant Withdrawal, Dependence, and ""Addiction""",Simon & Schuster,production,322,24,0.642,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743269888,9.78074E+12,All Your Worth: The Ultimate Lifetime Money Plan,Simon & Schuster,production,322,22,0.709,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,17
6010036,743269918,9.78074E+12,Boomerang Nation: How to Survive Living with Your Parents...the Second Time Around,Simon & Schuster,production,322,30,0.531,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743270029,9.78074E+12,The Dick Cheney Code: A Parody,Simon & Schuster,production,322,32,0.495,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743270347,9.78074E+12,Carolyn 101: Business Lessons from the Apprentice's Straight Shooter,Simon & Schuster,production,322,28,0.562,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743270525,9.78074E+12,Apple's Bruise: Stories,Simon & Schuster,production,322,32,0.495,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743270940,9.78074E+12,Defending the Damned: Inside a Dark Corner of the Criminal Justice System,Simon & Schuster,production,322,20,0.749,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743271106,9.78074E+12,One Percent Doctrine: Deep Inside America's Pursuit of Its Enemies Since 9/11,Simon & Schuster,production,322,16,0.922,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743271246,9.78074E+12,Mercury Visions of Louis Daguerre,Simon & Schuster,production,322,20,0.784,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743271254,9.78074E+12,The Beautiful Miscellaneous,Simon & Schuster,production,322,18,0.815,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743271483,9.78074E+12,Lord Vishnu's Love Handles: A Spy Novel (Sort Of),Simon & Schuster,production,322,22,0.709,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743271572,9.78074E+12,A Kickboxing Geishas: How Modern Japanese Women Are Changing Their Nation,Simon & Schuster,production,322,22,0.673,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743271580,9.78074E+12,Adam Runaway,Simon & Schuster,production,322,14,1.033,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743271831,9.78074E+12,Little Beauties,Simon & Schuster,production,322,24,0.642,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743272056,9.78074E+12,Soul Made Flesh: The Discovery of the Brain--And How It Changed the World,Simon & Schuster,production,322,16,0.891,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743272188,9.78074E+12,Tiny Ladies in Shiny Pants: Based on a True Story,Simon & Schuster,production,322,24,0.638,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743272331,9.78074E+12,Book of David,Simon & Schuster,production,322,32,0.495,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743272765,9.78074E+12,Hillbilly Gothic: A Memoir of Madness and Motherhood,Simon & Schuster,production,322,28,0.566,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743273095,9.78074E+12,Will They Ever Trust Us Again?: Letters from the War Zone,Simon & Schuster,production,322,28,0.566,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743273192,9.78074E+12,The Wayward Muse,Simon & Schuster,production,322,20,0.744,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743274016,9.78074E+12,'scuse Me While I Kiss the Sky: Jimi Hendrix: Voodoo Child,Simon & Schuster,production,322,14,1.104,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743274075,9.78074E+12,Agenda: Inside the Clinton White House (Reissue),Simon & Schuster,production,322,16,0.922,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743274083,9.78074E+12,Presidential Leadership: Rating the Best and the Worst in the White House,Simon & Schuster,production,322,20,0.726,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743274261,9.78074E+12,Playing a Round with the Little Pro: A Life in the Game,Simon & Schuster,production,322,28,0.566,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074327492X,9.78074E+12,"I, California",Simon & Schuster,production,322,24,0.638,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743274989,9.78074E+12,"Born to Believe: God, Science, and the Origin of Ordinary and Extraordinary Beliefs",Simon & Schuster,production,322,18,0.815,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743275098,9.78074E+12,"'till Death Do Us Part: Love, Marriage, and the Mind of the Killer Spouse",Simon & Schuster,production,322,26,0.602,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743275160,9.78074E+12,"Naomi's Guide to Aging Gratefully: Facts, Myths, and Good News for Boomers",Simon & Schuster,production,322,24,0.638,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074327525X,9.78074E+12,Man Who Created Sherlock Holmes: The Life and Times of Sir Arthur Conan Doyle,Simon & Schuster,production,322,10,1.353,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743276531,9.78074E+12,Lean on Me: 10 Powerful Steps to Moving Beyond Your Diagnosis and Taking Back Your Life,Simon & Schuster,production,322,22,0.678,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743276620,9.78074E+12,Burnt Sugar: Contemporary Cuban Poetry in English and Spanish,Simon & Schuster,production,322,46,0.353,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743276841,9.78074E+12,If Only It Were True,Simon & Schuster,production,322,28,0.566,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743276914,9.78074E+12,Always Running: La Vida Loca: Gang Days in L.A.,Simon & Schuster,production,322,22,0.673,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,17.99
6010036,074327699X,9.78074E+12,The Perfect Wife: The Life and Choices of Laura Bush,Simon & Schuster,production,322,26,0.593,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743277090,9.78074E+12,Perfect from Now on: How Indie Rock Saved My Life,Simon & Schuster,production,322,30,0.531,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743277112,9.78074E+12,"Crashproof Your Kids: Make Your Teen a Safer, Smarter Driver",Simon & Schuster,production,322,22,0.713,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743277295,9.78074E+12,Dead Certain: The Presidency of George W. Bush,Simon & Schuster,production,322,14,1.104,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743277309,9.78074E+12,The Fox in the Cupboard: A Memoir,Simon & Schuster,production,322,20,0.789,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074327735X,9.78074E+12,Sweet Ruin,Simon & Schuster,production,322,18,0.815,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743277376,9.78074E+12,More Perfect Union: How I Survived the Happiest Day of My Life,Simon & Schuster,production,322,30,0.535,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743277538,9.78074E+12,Take It Back: A Battle Plan for Democratic Victory,Simon & Schuster,production,322,16,0.891,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743277597,9.78074E+12,Crystelle Mourning,Simon & Schuster,production,322,30,0.535,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743277619,9.78074E+12,Grindin': A Harlem Story,Simon & Schuster,production,322,26,0.602,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743278240,9.78074E+12,Cavalryman of the Lost Cause: A Biography of J. E. B. Stuart,Simon & Schuster,production,322,12,1.188,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743278399,9.78074E+12,American Thighs: The Sweet Potato Queens' Guide to Preserving Your Assets,Simon & Schuster,production,322,20,0.749,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743278887,9.78074E+12,"I'm with Stupid: One Man. One Woman. 10,000 Years of Misunderstanding Between the Sexes Cleared Right Up",Simon & Schuster,production,322,26,0.602,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743278925,9.78074E+12,Osama Bin Laden I Know: An Oral History of Al Qaeda's Leader,Simon & Schuster,production,322,12,1.242,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074327959X,9.78074E+12,You and Your Money: Mastering the Emotions Behind the Numbers,Simon & Schuster,production,322,20,0.74,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743280660,9.78074E+12,The Collection,Simon & Schuster,production,322,22,0.709,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743280725,9.78074E+12,"The Cult of Personality Testing: How Personality Tests Are Leading Us to Miseducate Our Children, Mismanage Our Companies, and Misunderstand Ourselves",Simon & Schuster,production,322,20,0.744,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743280792,9.78074E+12,Campeones Mundiales Al Fin! (Faithful): Como Los Medias Rojas Lograron Ganar La Serie del 2004 (Two Diehard Boston Red Sox Fans Chronicle the Historic,Simon & Schuster,production,322,12,1.18,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743280822,9.78074E+12,Military Misfortunes: The Anatomy of Failure in War,Simon & Schuster,production,322,20,0.744,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743280857,9.78074E+12,Growing Up with Divorce: Helping Your Child Avoid Immediate and Later Emotional Problems,Simon & Schuster,production,322,14,1.002,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743281551,9.78074E+12,La Vida Loca (Always Running): El Testimonio de Un Pandillero En Los Angeles,Simon & Schuster,production,322,22,0.709,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743281683,9.78074E+12,Glamorous Disasters,Simon & Schuster,production,322,18,0.815,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743281845,9.78074E+12,The Booster,Simon & Schuster,production,322,20,0.744,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743281861,9.78074E+12,Night Buffalo,Simon & Schuster,production,322,28,0.571,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074328187X,9.78074E+12,Life Shift: Let Go and Live Your Dream,Simon & Schuster,production,322,22,0.678,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743282299,9.78074E+12,Eres Importante: Construye Tu Vida Desde El Interior,Simon & Schuster,production,322,16,0.891,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743282310,9.78074E+12,Game Over: The Rise and Transformation of a Harlem Hustler,Simon & Schuster,production,322,22,0.678,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743282647,9.78074E+12,Most Noble Adventure: The Marshall Plan and How America Helped Rebuild Europe,Simon & Schuster,production,322,14,1.064,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743282655,9.78074E+12,Life Is Not a Fairy Tale:,Simon & Schuster,production,322,26,0.606,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743282841,9.78074E+12,Naked in the Boardroom: A CEO Bares Her Secrets So You Can Transform Your Career,Simon & Schuster,production,322,30,0.531,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743283279,9.78074E+12,No Les Digas Adios (Don't Kiss Them Good-Bye),Simon & Schuster,production,322,26,0.575,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074328366X,9.78074E+12,High School Confidential: Secrets of an Undercover Student,Simon & Schuster,production,322,14,1.068,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743283945,9.78074E+12,The Vesuvius Club: A Bit of Fluff,Simon & Schuster,production,322,28,0.571,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743283961,9.78074E+12,Devil in Amber,Simon & Schuster,production,322,26,0.602,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743283988,9.78074E+12,Black Butterfly: A Secret Service Thriller,Simon & Schuster,production,322,30,0.531,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743284445,9.78074E+12,"Hustle: The Myth, Life, and Lies of Pete Rose",Simon & Schuster,production,322,20,0.744,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743284488,9.78074E+12,Sufficient Grace,Simon & Schuster,production,322,20,0.78,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743284658,9.78074E+12,The Prop,Simon & Schuster,production,322,20,0.753,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743284712,9.78074E+12,"The Sexual Paradox: Men, Women, and the Real Gender Gap",Simon & Schuster,production,322,18,0.855,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743284798,9.78074E+12,Persian Mirrors: The Elusive Face of Iran,Simon & Schuster,production,322,14,1.028,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743284828,9.78074E+12,The Motley Fool's Money After 40: Building Wealth for a Better Life,Simon & Schuster,production,322,24,0.638,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743285115,9.78074E+12,Who She Was: My Search for My Mother's Life,Simon & Schuster,production,322,18,0.82,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743285123,9.78074E+12,Towelhead,Simon & Schuster,production,322,20,0.784,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743285131,9.78074E+12,"Kiss and Run: The Single, Picky, and Indecisive Girl's Guide to Overcoming Fear of Commitment",Simon & Schuster,production,322,26,0.602,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074328514X,9.78074E+12,The Choice: How Clinton Won,Simon & Schuster,production,322,12,1.135,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743285174,9.78074E+12,Havana Salsa: Stories and Recipes,Simon & Schuster,production,322,22,0.673,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743285182,9.78074E+12,The Girl I Wanted to Be:,Simon & Schuster,production,322,34,0.46,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743285239,9.78074E+12,"Perfect Thing: How the iPod Shuffles Commerce, Culture, and Coolness",Simon & Schuster,production,322,22,0.713,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743286456,9.78074E+12,Leading Between Two Worlds: Lessons from the First Mexican-Born Treasurer of the United States,Simon & Schuster,production,322,22,0.691,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743286464,9.78074E+12,People Like Us: Short Stories,Simon & Schuster,production,322,30,0.531,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743286502,9.78074E+12,Foul Lines: A Pro Basketball Novel,Simon & Schuster,production,322,20,0.775,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743286596,9.78074E+12,Las Cronicas de Jackson Heights: Cuando No Basta Cruzar la Frontera... Cuentos,Simon & Schuster,production,322,32,0.5,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074328674X,9.78074E+12,La Hija del Ganges (Daughter of the Ganges): La Historia de Una Adopción (a Memoir),Simon & Schuster,production,322,22,0.673,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743286804,9.78074E+12,"Rainbow's End: A Memoir of Childhood, War and an African Farm",Simon & Schuster,production,322,22,0.678,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743286987,9.78074E+12,No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,Simon & Schuster,production,322,22,0.673,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743287053,9.78074E+12,No Place to Hide,Simon & Schuster,production,322,18,0.851,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,074328707X,9.78074E+12,At the Point of a Gun: Democratic Dreams and Armed Intervention,Simon & Schuster,production,322,22,0.678,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743287134,9.78074E+12,Tempting Faith: An Inside Story of Political Seduction,Simon & Schuster,production,322,20,0.744,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743287193,9.78074E+12,"Applebee's America: How Successful Political, Business, and Religious Leaders Connect with the New American Community",Simon & Schuster,production,322,24,0.642,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743287274,9.78074E+12,Decoding the Lost Symbol: The Unauthorized Expert Guide to the Facts Behind the Fiction,Simon & Schuster,production,322,24,0.62,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,
6010036,743287304,9.78074E+12,Equus,Simon & Schuster,production,322,52,0.318,R,B&W 5.5 x 8.5 in or 216 x 140 mm (Demy 8vo) Perfect Bound on Groundwood w/Gloss Lam,12.99
